Artist,Album,Genres
REV,Planet Mu 30,"female vocalist, psytrance, psychedelic, doof records, darkpsy, pop rock italiano, pop rock, psy-trance, psychedelic trance, j-pop"
Traxman,Planet Mu 30,"footwork, juke, electronic, chicago, bass, hip-hop, experimental, all, ghetto house, teklife"
BAE BAE,Planet Mu 30,"bass, los angeles, kuduro, funk carioca, baile funk, batida"
Ship Sket,Planet Mu 30,"post-dubstep, deconstructed club"
µ-Ziq,Planet Mu 30,"idm, electronic, experimental, ambient, electronica, drum and bass, techno, warp, breakcore, planet mu"
Slikback,Planet Mu 30,"deconstructed club, electronic, kenya, experimental, bass, power noise, gqom, noise, idm, uk bass"
RP Boo,Planet Mu 30,"footwork, juke, electronic, chicago, american, all, teklife, electronica, experimental, dubstep"
DJ Manny,Planet Mu 30,"juke, footwork, electronic, chicago, hip-hop, usa, underground hip-hop, hyperdub, all, baltimore club"
Saint Abdullah,Planet Mu 30,"noise, experimental, sound collage, iran, field recordings, post-industrial, electronic, ambient, deconstructed club, dub"
Meemo Comma,Planet Mu 30,"ambient, techno, experimental, electronic, electronica, minimal, idm, drone, field recordings, non-binary"
Nik Colk Void,Planet Mu 30,"noise, electronic, experimental, techno, avant-garde, female, uk, glitch, avantgarde, drone ambient"
DJ Elmoe,Planet Mu 30,"juke, footwork, electronic, chicago, idm, all, newbreed, experimental, american, male vocalists"
Herva,Planet Mu 30,"electronic, techno, pop, rock, ambient, indie pop, indie electronic, chillout, electronica"
Xylitol,Planet Mu 30,"minimal synth, electro, electronic, punk, hardcore punk, electronica, british, hardcore, idm, jungle"
Ital Tek,Planet Mu 30,"dubstep, idm, electronic, experimental, breakcore, planet mu, electronica, ambient, british, bass"
Speaker Music,Planet Mu 30,"experimental, electronic, techno, idm, musique concrete, instrumental, bass, glitch, american, planet mu"
Jana Rush,Planet Mu 30,"footwork, juke, electronic, chicago, experimental, usa, techno, gehtto"
DJ Girl,Planet Mu 30,"electronic, techno, electro, experimental, usa, minimal, bass, dub techno, detroit, ghettotech"
Luke Vibert,Planet Mu 30,"idm, electronic, acid, trip-hop, electronica, ninja tune, warp, techno, ambient, electro"
James Krivchenia,Planet Mu 30,"ambient, electronic, experimental, indie, big thief"
Rian Treanor,Planet Mu 30,"idm, glitch, electronic, juke, experimental, abstract, electro, techno, bass, synthpop"
THE BOBBY LEES,Beauty Pageant,"female vocalist, garage rock, punk, rock, american, punk rock, usa, blues, blues rock, rock n roll"
Men I Trust,Equus Caballus,"disco, female vocalist, dream pop, indie pop"
f5ve,SEQUENCE 01,"j-pop, japanese, electropop, jpop, pop, dance-pop, trap, pop rap, japanese pop"
Erika de Casier,Lifetime,"trip-hop, alternative, female vocalist, rnb, soul"
Mark Pritchard,Tall Tales,"electronic, dubstep, experimental, ambient, hip-hop, electronica, wonky, chillout, british, grime"
Forrest Frank,HOME,"black metal, pop, rap, american, christian, goregrind, nsbm, kvlt, pirate metal, racist"
Dexter and The Moonrocks,Happy To Be Here,"emo, alternative, alternative rock, indie rock, american, stoner, blues rock, texas, post-grunge, western space grunge"
SAILORR,FROM FLORIDA'S FINEST,"hip-hop, usa, rnb, america"
The Kooks,Never/Know,"indie, indie rock, british, britpop, alternative, rock, alternative rock, the kooks, indie pop, uk"
Jayme Lawson,Sinners (Original Motion Picture Soundtrack),actress
Tierinii Jackson,Sinners (Original Motion Picture Soundtrack),"female vocalist, singer-songwriter, blues"
Rev,Planet Mu 30,"female vocalist, psytrance, psychedelic, doof records, darkpsy, pop rock italiano, pop rock, psy-trance, psychedelic trance, j-pop"
Adult Mom,Natural Causes,"female vocalist, lo-fi, folk, indie pop, bedroom pop, indie, american, bedroom, non-binary"
Catbite,Doom Garden,"ska, punk, ska punk"
Alien Boy,You Wanna Fade?,"grunge, doom metal, emo, shoegaze, germany, alternative rock, traditional doom metal, punk, alternative, indie rock"
Knowledge the Pirate,The Round Table,"hip-hop, rap, underground hip-hop, hip hop, new york, usa, oldschool, gangsta rap, east coast, gangsta"
Alex Orange Drink,Victory Lap (#23),"indie pop, indie rock, punk rock, garage rock, garage punk"
Unwed Sailor,Cruel Entertainment,"post-rock, instrumental, indie, ambient, post rock, rock, american, alternative, indie rock, christian"
Nils Frahm,Night,"piano, ambient, contemporary classical, modern classical, instrumental, neoclassical, german, classical, post-classical, minimalism"
Boyfriend,IN THE GARDEN,"female vocalist, k-pop, korean, kpop, boyfriend, pop, idol group, male vocalists, boyband, boy group"
Duke Dumont,Your Loving,"house, electronic, electro, deep house, hip-hop, british, dance, all, techno, bounce"
The Chain,Blind the World,"electronic, hardcore, punk, dubstep, hardcore punk, straight edge, techno, future garage, post-dubstep, r&s"
Maruja,Look Down On Us,"post-punk, post-rock, art rock, art punk, post-hardcore, experimental rock, jazz rock, noise rock, crank wave, jazz"
Joe Goddard,Kinetic,"electronic, synthpop, house, techno, electronica, deep house, british, indie, uk, pop"
Night Heron,ESCAPISM,nu-metal
KALEO,MIXED EMOTIONS,"rock, icelandic, blues rock"
La Dispute,I,"post-hardcore, screamo, experimental, hardcore, indie, emo, spoken word, darlingcore, american, melodic hardcore"
Tune-Yards,Better Dreaming,"female vocalist, experimental, freak folk"
Guitarricadelafuente,Spanish Leather,"indie, folk, spain, spanish, chillout, alternative, latin, intense, rumba, autor"
Lido Pimienta,La Belleza,"female vocalist, colombia, colombian"
Rico Nasty,LETHAL,"female vocalist, rap, trap"
Matt Maltese,Hers,"pop, indie pop, singer-songwriter, indie, british, uk, piano, rock, alternative, folk"
Don Glori,Paper Can't Wrap Fire,"jazz, vocal, singer-songwriter, australian, piano, funk, guitar, bass, keyboard, percussion"
Ken Pomeroy,Cruel Joke,"country, folk, usa, americana, bluegrass, indie folk, country folk"
Miso Extra,Earcandy,"electronic, indie pop, synthpop, pop, british, synth pop"
Mhaol,Something Soft,"female vocalist, post-punk, crank wave, spoken word, riot grrrl, noise rock, garage rock, alternative rock, lo-fi, punk rock"
Friendship,Caveman Wakes Up,"grindcore, sludge, powerviolence, hardcore, metal, electronic, rare sads, noise, metalcore, indie pop"
Cautious Clay,The Hours: Morning,"rnb, soul, alternative rnb, electronic, pop, singer-songwriter, indie, jazz, indie pop, american"
Theo Bleak,Bad Luck Is Two Yellow Flowers,"folk, indie pop, indie rock, uk, scottish, scotland, indie folk, folk pop, dundee, soloist"
Billy Nomates,Metalhorse,"female vocalist, post-punk, crank wave, spoken word, art punk, indie rock, dance-punk, post-brexit new wave, rock, british"
Gruff Rhys,American Interior (2025 Remastered Bonus Edition),"indie, welsh, singer-songwriter, indie pop, indie rock, pop, rock, british, wales, cymraeg"
Yuno,Blest,"indie pop, electronic, indie, electro pop, florida, dream pop, american, all, electronica, pop"
MØ,Plæygirl,"female vocalist, indie pop, danish"
Ezra Furman,Goodbye Small Head,"female vocalist, folk, indie rock, indie, rock, queer, singer-songwriter, chicago, usa, indie pop"
Arm's Length,There's A Whole World Out There,"emo, alternative, canadian, pop punk, indie, indie rock, post-hardcore, midwest emo, alternative rock, emo pop"
Surprise Chef,Superb,"jazz, funk, instrumental, australian, psychedelic, deep funk, rock, soul, experimental, psychedelic pop"
Avicii,Avicii Forever,"avicii, aviciiforever"
Now,Now Does The Trick,"progressive rock, electronic, post-rock, rock, krautrock, pagan metal, indie, uk, new wave, screamo"
Orquesta Del Sol,Rainbow Love,salsa
The Sherlocks,Everything Must Make Sense!,"indie rock, indie, british, rock, pop rock, english, sheffield, seen, indie/rock"
Pop free,Spring,california
Jack O’Connell,Sinners (Original Motion Picture Soundtrack),"folk, celtic"
The Callous Daoboys,I Don’t Want to See You in Heaven,"mathcore, experimental, metalcore"
John Galm,River of Blood,"emo, folk, indie folk, john galm, ambient, singer-songwriter, usa, lo-fi, american, folk punk"
Full Of Hell,"Broken Sword, Rotten Shield","grindcore, powerviolence, hardcore"
Aminé,13 Months of Sunshine,"house, rap, hip-hop, hip hop"
Blood Monolith,The Calling of Fire,"grindcore, death metal, metal, brutal death metal, deathgrind"
Sofi Tukker,butter,"female vocalist, dance, electronic, pop, indie, electropop, new york, electronica, usa, american"
The Knocks,butter,"electronic, synthpop, street punk, indie dance, dance, nu disco, punk, melodic punk, disco, electropop"
Mares of Thrace,The Loss,"female vocalist, sludge, noise rock, sludge metal, post-hardcore, post-metal, metal, doom metal, female fronted metal, hardcore"
Slow Joy,A Joy So Slow At Times I Don't Think It's Coming,"shoegaze, indie, grunge, alternative rock, american, alt-rock"
Buck-O-Nine,Cut Out The Noise,"ska, ska punk, punk, third wave ska, california, punk rock, ska-punk, american, skacore, third-wave ska"
Homeboy Sandman,Manners,"hip-hop, underground hip-hop, rap, hip hop, stones throw, new york, underground rap, american, underground hip hop, queens"
Hooveriii,Manhunter,"usa, lo-fi, garage rock, psychedelic rock, punk, experimental, indie rock, los angeles, garage punk, rock & roll"
Pelican,Flickering Resonance,"post-rock, post-metal, instrumental"
Death Before Dishonor,Nowhere Bound,"hardcore, boston hardcore, beatdown, metalcore, boston, beatdown hardcore, hardcore punk, moshcore, metal, american"
spill tab,ANGIE,"female vocalist, indie pop, lo-fi"
Artificial Go,Musical Chairs,"post-punk, crank wave, punk, ohio"
Erin Durant,Firetrail,"female vocalist, folk, country, blues, singer-songwriter, indie folk"
Grails,Miracle Music,"post-rock, instrumental, experimental"
R2R MOE,"ROAD 2 RICHES, VOL. 1","sexy drill, hip-hop, rap, harlem"
Youth Code,"Yours, With Malice","female vocalist, ebm, industrial, electronic, experimental, electro-industrial, california, los angeles, electropunk, american"
R.E.M.,Document (R.E.M. No. 5),"rock, alternative, alternative rock, indie, post-punk, jangle pop"
half•alive,Now Not Yet,"indie pop, indie, alternative, indie rock, american, pop, rock, united states, pop rock, california"
Tyler The Creator,CALL ME IF YOU GET LOST: The Estate Sale,"hip-hop, rap, ofwgkta, underground hip-hop, swag, hip hop, alternative hip-hop, horrorcore, american, experimental hip-hop"
Opus Kink,I Love You Baby,"crank wave, post-punk, art punk, indie rock, garage rock, jazz punk, british, punk rock, garage punk, united kingdom"
Arcade Fire,The Lightning I II,"female vocalist, indie rock, indie, alternative, canadian, rock, alternative rock, art rock, baroque pop, folk"
Julia Jacklin,Love Try Not To Let Go,"female vocalist, singer-songwriter, folk, indie folk, indie, australian, indie rock, indie pop, australia, alternative"
Calvin Harris,New To You (with Normani Tinashe & Offset),"electronic, dance, electro, disco, electronica, british, scottish, house, pop, indie"
Christine and the Queens,PARANOÏA ANGELS TRUE LOVE,"female vocalist, french, pop, indie, electronic, indie pop, electropop, synthpop, art pop, france"
Bon Iver,Bon Iver Bon Iver (10th Anniversary Edition),"folk, indie, singer-songwriter, acoustic, lo-fi, indie folk, american, alternative, alt-country, indie rock"
Francis and the Lights,Farewell Starlite!,"funk, electronic, alternative, soul, pop, new york, funky, indie rock, usa, united states"
M83,Hurry Up We're Dreaming,"electronic, post-rock, shoegaze, indie, dream pop, french"
Pearla,Oh Glistening Onion The Nighttime Is Coming,"female vocalist, indie, indie pop, singer-songwriter, vocal, pop, folk, indie rock, usa, american"
Black Belt Eagle Scout,The Land The Water The Sky,"female vocalist, dream pop, indie rock, indie, ambient, experimental, rock, alternative rock, folk, singer-songwriter"
Snoh Aalegra,- Ugh those feels again,"female vocalist, soul, rnb, pop, swedish, singer-songwriter, sweden, indie, alternative, r&b"
J.E. Sunde,Songbook Vol. 1,"minnesota, folk, indie pop, singer-songwriter, indie, pop, usa, retro, indie folk, minneapolis"
The Wombats,Proudly Present... A Guide to Love Loss & Desperation (Special Edition),"indie, british, indie rock, britpop, rock, alternative, liverpool, indie pop, alternative rock, pop"
The Worship Initiative,The Worship Initiative Vol. 22,worship
Falling In Reverse,Punk Goes 90's Vol. 2,"post-hardcore, screamo, rock, hardcore, ronnie radke, emo, metalcore, pop punk, emocore, alternative"
HONNE,LET’S JUST SAY THE WORLD ENDED A WEEK FROM NOW WHAT WOULD YOU DO? (DELUXE),"electronic, indie, neo-soul, synthpop, soul, deep house, rnb, indie pop, dream pop, electronic soul"
Foo Fighters,Echoes Silence Patience & Grace,"alternative, alternative rock, alternative pop rock, alternative punk, alternative hard rock"
Little Simz,I Love You I Hate You,"female vocalist, rap, hip-hop, hip hop, grime, rnb, uk hip hop, british, conscious hip hop, neo-soul"
MAITA,You Sure Can Kill A Sunday Part I,"female vocalist, indie pop, indie rock, indie, rock, folk, usa, folk rock, indie folk, folk pop"
Robert Glasper,Black Superhero [Feat. Killer Mike BJ The Chicago Kid & Big K.R.I.T.],"jazz, piano, jazz piano, fusion, piano jazz, contemporary jazz, hip-hop, jazz fusion, post-bop, soul"
Crosby Stills & Nash,The 25th Anniversary Rock & Roll Hall Of Fame Concerts,"classic rock, folk rock, folk, rock, singer-songwriter, folk-rock, soft rock, american"
Holy Pinto,us married,"indie, british, folk, indie pop, singer-songwriter, pop punk, milwaukee, wisconsin, british accent, sparkle emo"
Bright Eyes,I'm Wide Awake It's Morning,"indie, folk, singer-songwriter, folk rock, indie rock, alternative, acoustic, bright eyes"
John Denver,The John Denver Collection Vol 1: Take Me Home Country Roads,"female vocalist, country, folk, singer-songwriter, acoustic, classic rock, john denver, american, oldies"
Volbeat,Rewind Replay Rebound (Deluxe),"heavy metal, metal, rockabilly, elvis metal, danish, hard rock, rock, groove metal, rock and roll, rockabilly metal"
Willi Carlisle,Peculiar Missouri,"americana, country, folk, singer-songwriter, progressive country, usa, contemporary folk, folk rock, bluegrass, folk pop"
Chelsea Moon & The Franz Brothers,Hymn Project Vol. 2,bluegrass
Porridge Radio,Waterslide Diving Board Ladder To The Sky,"female vocalist, post-punk, crank wave, indie rock, art punk, lo-fi, indie, british, indie pop, england"
Lee Perry,Roast Fish Collie Weed & Corn Bread,"dub, reggae, roots reggae, roots, ska, jamaica, jamaican, rocksteady, dub reggae"
The Marías,Superclean Vol. II,"female vocalist, dream pop, indie pop, indie, bedroom pop, sophisti-pop, alternative, alt-pop, alternative rnb, pop"
Weyes Blood,And In The Darkness Hearts Aglow,"female vocalist, art pop, folk, psychedelic folk, baroque pop, psychedelic, psychedelic pop, indie, singer-songwriter, chamber pop"
Run River North,Monsters Calling Home Vol. 2,"indie, folk, indie rock, indie folk, contemporary folk, rock, usa, folk rock, all, pop rock"
